record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes
100,2021,Maharashtra,Mumbai Suburban,Konkan,Rice,Kharif,2384.1,-4.6,26.66,37.66,17.04,-0.34,91.7,59.4,6.81,237.9,24.3,438.0,65.7,19,0,15,4751.4,0.0,Low,28.9,Low,65.9,Medium,26.0,Low,0.857,4071.5
101,2024,Maharashtra,Ahmednagar,Western Maharashtra,Cotton,Kharif,1138.8,42.3,26.68,32.93,16.48,1.18,59.6,64.3,6.49,209.7,40.1,345.7,6.8,4,24,9,2372.7,6.0,Low,3.0,Low,29.8,Low,11.0,Low,0.179,423.7
102,2002,Maharashtra,Nanded,Marathwada,Cotton,Kharif,776.6,10.9,26.74,35.49,18.29,-0.26,55.4,45.7,6.75,157.5,52.2,274.1,43.5,25,41,6,1612.5,10.2,Low,21.4,Low,13.5,Low,14.8,Low,0.253,408.6
103,2019,Maharashtra,Mumbai Suburban,Konkan,Rice,Kharif,2766.3,10.7,26.31,33.79,18.59,-0.69,79.6,58.7,6.03,152.4,27.9,384.4,0.0,13,0,16,2778.2,0.0,Low,9.8,Low,84.3,High,24.3,Low,0.37,1028.9
104,2002,Maharashtra,Thane,Konkan,Soybean,Kharif,2686.6,7.5,26.49,34.34,18.17,-0.51,86.0,63.4,6.3,325.9,24.4,80.0,29.6,11,0,13,7222.6,0.0,Low,8.2,Low,100.0,High,27.7,Low,0.08,577.8
105,2019,Maharashtra,Yavatmal,Vidarbha,Wheat,Rabi,709.0,-25.4,29.15,38.87,22.87,2.15,57.2,51.3,7.12,236.5,22.7,189.6,32.0,37,7,6,2533.3,1.8,Low,49.1,Medium,15.6,Low,20.8,Low,0.151,382.0
106,2020,Maharashtra,Jalgaon,Khandesh,Sugarcane,Annual,849.4,18.0,29.17,40.15,21.77,1.67,64.9,41.5,8.06,201.0,29.7,80.0,88.1,34,24,4,1899.0,21.7,Low,53.8,Medium,9.0,Low,29.2,Low,43.395,82406.9
107,2012,Maharashtra,Ahmednagar,Western Maharashtra,Wheat,Rabi,822.2,2.8,25.67,35.95,18.14,0.17,54.2,62.2,6.2,260.4,29.1,354.4,70.8,18,12,6,5424.6,3.0,Low,18.7,Low,27.0,Low,14.2,Low,0.847,4593.0
108,2011,Maharashtra,Chandrapur,Vidarbha,Soybean,Kharif,636.2,-33.0,26.25,35.46,19.02,-0.75,63.4,43.9,6.75,304.1,30.3,398.0,5.1,22,18,3,1505.1,4.6,Low,19.0,Low,6.8,Low,9.9,Low,0.755,1136.9
109,2001,Maharashtra,Chandrapur,Vidarbha,Wheat,Rabi,793.7,-16.5,27.5,35.88,18.41,0.5,59.2,64.3,6.81,299.8,39.2,98.4,62.6,23,8,3,9504.0,2.0,Low,22.1,Low,17.4,Low,12.5,Low,0.35,3324.3
110,2005,Maharashtra,Osmanabad,Marathwada,Maize,Kharif,723.3,3.3,26.51,34.13,20.37,-0.49,34.1,46.5,7.63,313.9,40.1,320.2,10.1,13,26,2,6787.9,6.5,Low,9.8,Low,4.5,Low,7.1,Low,2.007,13623.5
111,2018,Maharashtra,Ratnagiri,Konkan,Sugarcane,Annual,3101.1,24.0,27.01,36.86,17.52,0.01,79.5,67.2,6.84,80.0,23.3,369.4,84.0,25,0,18,1857.0,0.0,Low,29.0,Low,93.6,High,33.0,Low,8.137,15110.0
112,2007,Maharashtra,Jalna,Marathwada,Maize,Kharif,817.5,16.8,27.43,37.28,22.65,0.43,52.9,44.5,6.86,484.3,21.2,318.8,30.1,30,23,3,2109.3,5.8,Low,35.0,Medium,6.8,Low,15.7,Low,2.447,5160.9
113,2001,Maharashtra,Sangli,Western Maharashtra,Sugarcane,Annual,705.4,-11.8,24.47,33.62,17.44,-1.03,63.0,40.9,6.92,240.2,37.9,278.0,64.1,12,39,4,1021.0,32.1,Low,9.0,Low,9.0,Low,18.7,Low,12.666,12931.7
114,2021,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,2533.4,1.3,27.05,33.25,20.84,0.05,63.3,58.6,6.69,230.5,42.7,232.9,43.5,3,0,15,4664.4,0.0,Low,2.2,Low,72.2,High,18.8,Low,0.661,3083.6
115,2007,Maharashtra,Pune,Western Maharashtra,Soybean,Kharif,749.0,-6.4,25.59,33.0,20.03,0.09,80.3,48.6,7.83,270.3,28.3,434.3,40.3,5,14,3,5014.1,3.5,Low,3.8,Low,6.8,Low,4.4,Low,0.667,3344.4
116,2012,Maharashtra,Raigad,Konkan,Cotton,Kharif,3175.0,27.0,25.76,39.92,15.07,-1.24,70.1,67.3,6.07,179.0,18.3,346.7,0.0,52,0,20,4150.0,0.0,Low,66.1,Medium,100.0,High,46.8,Medium,0.08,332.0
117,2019,Maharashtra,Nagpur,Vidarbha,Soybean,Kharif,871.5,-8.3,27.02,34.37,19.66,0.02,49.4,52.9,5.69,199.6,32.2,355.0,37.0,14,24,6,3608.8,6.0,Low,10.5,Low,13.5,Low,9.4,Low,0.75,2705.2
118,2010,Maharashtra,Nagpur,Vidarbha,Sugarcane,Annual,1130.9,19.0,26.57,36.02,17.83,-0.43,50.1,37.9,7.84,264.0,16.8,313.4,36.1,15,14,5,3804.1,6.2,Low,16.9,Low,11.2,Low,11.0,Low,34.96,132991.3
119,2005,Maharashtra,Solapur,Western Maharashtra,Cotton,Kharif,812.1,1.5,25.86,33.3,18.42,0.36,48.5,42.1,7.38,217.5,28.5,344.7,41.6,14,32,5,4635.6,8.0,Low,10.5,Low,11.2,Low,9.6,Low,0.251,1162.0
120,2017,Maharashtra,Sindhudurg,Konkan,Rice,Kharif,2287.9,-8.5,27.46,34.5,17.64,0.46,66.6,61.1,6.86,210.5,28.0,329.1,7.7,10,0,14,8512.8,0.0,Low,7.5,Low,59.5,Medium,17.4,Low,0.747,6362.3
121,2023,Maharashtra,Yavatmal,Vidarbha,Sugarcane,Annual,776.1,-18.3,27.16,38.37,18.24,0.16,58.8,40.0,5.93,226.3,14.7,320.4,100.0,37,10,5,4854.4,21.6,Low,46.3,Medium,11.2,Low,27.2,Low,33.447,162363.5
122,2024,Maharashtra,Thane,Konkan,Cotton,Kharif,2497.9,-0.1,29.09,37.5,20.2,2.09,64.2,65.1,6.21,277.4,27.6,317.6,53.9,36,0,17,1062.6,0.0,Low,40.8,Medium,100.0,High,38.5,Medium,0.08,85.0
123,2025,Maharashtra,Thane,Konkan,Cotton,Kharif,1575.8,-37.0,30.15,36.93,22.44,3.15,70.4,68.2,7.12,80.0,29.2,307.2,5.1,34,0,7,2180.1,0.0,Low,36.1,Medium,55.3,Medium,25.7,Low,0.08,174.4
124,2023,Maharashtra,Nanded,Marathwada,Maize,Kharif,528.1,-24.6,27.95,38.64,21.6,0.95,55.6,27.2,6.52,227.2,24.5,321.2,20.4,36,42,4,2490.7,22.7,Low,47.0,Medium,9.0,Low,27.3,Low,1.551,3863.4
125,2011,Maharashtra,Jalna,Marathwada,Wheat,Rabi,749.0,7.0,25.7,37.16,15.68,-1.3,59.5,57.9,8.43,266.6,13.2,451.9,0.0,30,12,2,9154.8,3.0,Low,34.4,Medium,10.7,Low,15.3,Low,0.663,6072.1
126,2008,Maharashtra,Sindhudurg,Konkan,Maize,Kharif,2546.3,1.9,27.39,38.32,19.71,0.39,67.4,65.1,6.83,190.4,25.2,436.4,46.4,39,0,15,1742.0,0.0,Low,47.5,Medium,100.0,High,40.7,Medium,0.08,139.4
127,2001,Maharashtra,Mumbai Suburban,Konkan,Rice,Kharif,2020.8,-19.2,27.8,39.14,21.42,0.8,78.3,60.7,7.97,271.0,38.2,350.8,24.0,45,0,12,1890.3,0.0,Low,56.5,Medium,43.7,Medium,29.6,Low,1.337,2528.0
128,2011,Maharashtra,Mumbai Suburban,Konkan,Cotton,Kharif,2629.1,5.2,26.84,33.32,17.82,-0.16,80.5,56.7,7.8,125.6,20.6,284.8,8.5,1,0,18,10805.9,0.0,Low,0.8,Low,100.0,High,25.2,Low,0.08,864.5
129,2016,Maharashtra,Aurangabad,Marathwada,Soybean,Kharif,618.3,-11.7,26.3,36.1,16.71,-0.7,49.8,35.7,7.78,272.7,12.2,297.0,30.9,26,34,3,9829.4,10.2,Low,25.5,Low,6.8,Low,14.4,Low,0.715,7027.6
130,2005,Maharashtra,Sindhudurg,Konkan,Soybean,Kharif,3037.7,21.5,27.92,35.65,19.32,0.92,71.3,53.4,7.07,239.4,9.6,462.5,33.4,18,0,17,4319.5,0.0,Low,17.1,Low,100.0,High,30.6,Low,0.08,345.6
131,2003,Maharashtra,Jalgaon,Khandesh,Wheat,Rabi,533.3,-25.9,27.58,35.06,15.24,0.08,51.3,48.2,6.81,379.0,24.1,274.4,67.8,19,50,5,1308.7,12.5,Low,14.6,Low,11.2,Low,12.9,Low,0.509,666.3
132,2009,Maharashtra,Wardha,Vidarbha,Wheat,Rabi,957.3,0.8,27.5,37.75,18.99,0.5,73.7,57.6,6.35,300.8,43.0,259.2,41.4,20,20,6,6525.4,5.0,Low,30.1,Low,40.5,Medium,22.2,Low,0.234,1526.1
133,2009,Maharashtra,Bhandara,Vidarbha,Cotton,Kharif,787.5,-17.1,26.98,35.34,16.57,-0.02,55.0,44.2,7.15,249.2,30.1,312.2,42.4,16,34,1,11923.3,8.5,Low,13.8,Low,2.2,Low,8.7,Low,0.252,3000.3
134,2019,Maharashtra,Osmanabad,Marathwada,Maize,Kharif,837.9,19.7,29.88,39.74,20.26,2.88,45.3,56.7,6.4,139.6,24.5,280.4,25.4,45,14,6,394.1,3.5,Low,59.8,Medium,13.5,Low,24.6,Low,0.883,348.2
135,2004,Maharashtra,Jalgaon,Khandesh,Wheat,Rabi,597.0,-17.1,28.9,38.52,21.04,1.4,53.2,55.9,6.51,255.4,22.5,260.7,55.2,34,33,5,5708.6,8.2,Low,44.9,Medium,11.2,Low,21.1,Low,0.18,1028.6
136,2020,Maharashtra,Nagpur,Vidarbha,Maize,Kharif,804.1,-15.4,27.95,34.53,18.32,0.95,60.4,42.0,7.56,114.9,28.2,337.3,26.1,13,15,7,5240.6,3.8,Low,9.8,Low,15.7,Low,8.7,Low,1.489,7803.8
137,2006,Maharashtra,Parbhani,Marathwada,Sugarcane,Annual,543.6,-22.3,27.24,37.66,17.9,0.24,66.2,36.4,7.62,221.1,25.7,404.5,64.1,34,17,7,2275.4,34.1,Medium,40.1,Medium,15.7,Low,31.5,Low,30.239,68805.1
138,2010,Maharashtra,Yavatmal,Vidarbha,Cotton,Kharif,1039.9,9.5,26.98,34.53,16.79,-0.02,55.1,58.5,7.48,295.1,23.7,268.1,30.1,16,21,7,4256.9,5.2,Low,12.0,Low,18.5,Low,10.8,Low,0.229,975.6
139,2012,Maharashtra,Gondia,Vidarbha,Maize,Kharif,1052.8,10.8,28.3,32.72,18.87,1.3,57.4,52.8,6.48,202.3,23.1,203.2,58.6,2,20,5,9844.6,5.0,Low,1.5,Low,19.7,Low,7.5,Low,1.478,14551.2
140,2016,Maharashtra,Raigad,Konkan,Soybean,Kharif,2609.1,4.4,27.65,40.24,19.07,0.65,75.1,57.4,7.19,273.1,27.3,283.1,39.7,39,0,15,1554.5,0.0,Low,58.0,Medium,100.0,High,44.2,Medium,0.08,124.4
141,2007,Maharashtra,Nashik,Western Maharashtra,Maize,Kharif,1066.7,33.3,24.27,29.22,15.62,-1.23,69.8,52.2,6.7,249.6,48.1,376.6,1.4,0,0,6,3290.0,0.0,Low,0.0,Low,23.0,Low,5.7,Low,1.743,5733.7
142,2005,Maharashtra,Mumbai Suburban,Konkan,Sugarcane,Annual,2048.7,-18.1,25.97,35.48,17.51,-1.03,84.5,50.8,7.86,247.4,35.5,338.1,75.3,15,0,16,1274.6,0.0,Low,13.9,Low,47.7,Medium,16.5,Low,21.594,27524.2
143,2012,Maharashtra,Jalna,Marathwada,Soybean,Kharif,327.7,-53.2,28.1,36.72,19.42,1.1,55.2,26.9,6.43,274.9,38.7,211.8,38.4,24,57,4,274.7,44.1,Medium,27.5,Low,9.0,Low,29.8,Low,0.442,121.5
144,2005,Maharashtra,Buldhana,Vidarbha,Rice,Kharif,1113.5,17.2,28.12,36.99,19.63,1.12,65.2,53.1,7.12,272.2,31.5,435.2,49.0,31,22,10,4225.9,5.5,Low,34.2,Medium,22.5,Low,19.2,Low,1.541,6511.9
145,2017,Maharashtra,Jalgaon,Khandesh,Cotton,Kharif,978.3,35.9,27.32,32.04,18.78,-0.18,46.4,65.1,6.95,202.3,29.3,375.4,27.6,0,0,7,286.3,0.0,Low,0.0,Low,15.7,Low,3.9,Low,0.252,72.2
146,2024,Maharashtra,Gadchiroli,Vidarbha,Soybean,Kharif,1165.0,22.6,28.24,39.08,19.05,1.24,50.4,68.0,7.95,316.5,20.4,341.4,26.5,25,4,10,996.5,1.0,Low,41.2,Medium,39.2,Medium,23.8,Low,0.455,453.7
147,2013,Maharashtra,Latur,Marathwada,Rice,Kharif,645.9,-7.7,27.04,36.83,20.62,0.04,62.6,18.9,6.16,153.5,33.8,478.7,57.3,24,42,4,6200.4,44.5,Medium,28.1,Low,9.0,Low,30.2,Low,1.078,6681.2
148,2009,Maharashtra,Hingoli,Marathwada,Maize,Kharif,726.5,3.8,27.76,34.79,20.79,0.76,66.6,53.5,6.15,484.3,17.6,390.2,59.5,5,23,5,3399.1,5.8,Low,3.8,Low,11.2,Low,6.5,Low,2.06,7002.1
149,2006,Maharashtra,Pune,Western Maharashtra,Cotton,Kharif,579.8,-27.5,25.44,34.11,17.38,-0.06,61.5,40.3,7.16,429.2,33.1,191.8,78.4,4,30,3,6603.2,15.6,Low,3.0,Low,6.8,Low,9.2,Low,0.271,1790.0
150,2014,Maharashtra,Washim,Vidarbha,Cotton,Kharif,929.1,-2.2,28.95,37.55,19.42,1.95,63.5,53.9,6.8,202.3,28.6,211.1,11.5,25,5,8,2601.2,1.2,Low,32.8,Low,18.0,Low,15.8,Low,0.19,494.7
151,2020,Maharashtra,Parbhani,Marathwada,Wheat,Rabi,645.9,-7.7,26.66,36.85,18.57,-0.34,60.0,51.9,7.14,221.7,50.6,352.3,77.8,33,45,7,4542.4,11.2,Low,34.9,Medium,15.7,Low,20.2,Low,0.663,3010.8
152,2019,Maharashtra,Nashik,Western Maharashtra,Rice,Kharif,1053.4,31.7,25.78,37.07,16.19,0.28,53.0,41.9,7.08,259.4,31.3,296.7,60.4,22,5,4,9423.3,3.8,Low,27.9,Low,9.0,Low,13.1,Low,1.718,16190.7
153,2001,Maharashtra,Satara,Western Maharashtra,Maize,Kharif,964.5,20.6,25.59,32.52,20.0,0.09,50.7,45.7,6.92,329.8,19.4,330.0,34.8,4,22,4,23855.9,5.5,Low,3.0,Low,11.0,Low,6.0,Low,2.741,65391.0
154,2023,Maharashtra,Sindhudurg,Konkan,Maize,Kharif,2345.7,-6.2,27.14,39.0,19.52,0.14,76.9,72.8,7.83,209.7,31.5,229.6,29.3,35,0,15,3540.8,0.0,Low,48.3,Medium,100.0,High,40.9,Medium,0.08,283.3
155,2019,Maharashtra,Ahmednagar,Western Maharashtra,Rice,Kharif,653.4,-18.3,25.98,37.67,16.5,0.48,64.2,40.5,7.04,176.1,16.8,345.1,52.4,36,46,7,6908.3,34.0,Low,41.7,Medium,15.7,Low,32.0,Low,1.142,7889.5
156,2007,Maharashtra,Gondia,Vidarbha,Rice,Kharif,982.7,3.4,25.58,33.77,14.78,-1.42,62.5,37.8,6.5,269.4,36.3,290.7,30.1,8,4,7,2509.5,7.1,Low,6.0,Low,15.7,Low,8.9,Low,1.789,4490.7
157,2022,Maharashtra,Sangli,Western Maharashtra,Wheat,Rabi,721.4,-9.8,25.68,35.21,14.68,0.18,50.3,57.2,7.69,362.7,38.3,278.7,36.5,34,22,5,4522.8,5.5,Low,26.7,Low,14.6,Low,14.8,Low,0.84,3798.3
158,2009,Maharashtra,Jalgaon,Khandesh,Soybean,Kharif,844.2,17.2,29.57,41.38,19.61,2.07,65.9,52.0,6.47,366.5,44.0,175.1,5.6,55,18,6,16489.5,4.5,Low,76.3,High,13.5,Low,30.5,Low,0.606,9987.0
159,2013,Maharashtra,Parbhani,Marathwada,Maize,Kharif,870.9,24.4,28.52,33.74,20.48,1.52,66.0,70.6,7.77,171.7,27.6,213.7,24.3,9,4,6,17124.3,1.0,Low,6.8,Low,13.5,Low,6.0,Low,1.251,21427.0
160,2014,Maharashtra,Ahmednagar,Western Maharashtra,Maize,Kharif,1035.4,29.4,25.48,32.04,19.05,-0.02,65.2,66.3,7.18,195.0,18.5,292.9,37.9,0,10,8,3202.1,2.5,Low,0.0,Low,25.2,Low,7.3,Low,1.477,4728.5
161,2007,Maharashtra,Akola,Vidarbha,Cotton,Kharif,888.6,-6.5,27.24,35.16,18.64,0.24,64.9,56.9,7.22,297.0,39.0,325.8,35.7,13,15,5,7932.3,3.8,Low,10.7,Low,11.2,Low,7.9,Low,0.313,2484.6
162,2013,Maharashtra,Wardha,Vidarbha,Soybean,Kharif,1020.7,7.4,27.08,34.56,14.93,0.08,63.3,59.3,6.47,232.7,7.8,430.9,44.5,9,11,10,6188.1,2.8,Low,6.8,Low,28.6,Low,10.5,Low,0.698,4321.0
163,2017,Maharashtra,Satara,Western Maharashtra,Soybean,Kharif,919.0,14.9,27.98,37.75,18.48,2.48,61.2,47.5,6.33,307.6,25.0,221.3,0.0,31,17,5,2298.6,4.2,Low,38.4,Medium,11.2,Low,17.3,Low,0.62,1425.3
164,2011,Maharashtra,Sangli,Western Maharashtra,Cotton,Kharif,812.8,1.6,25.49,33.52,14.22,-0.01,57.5,43.1,6.76,260.7,15.0,270.4,32.2,0,40,3,8197.5,10.0,Low,0.0,Low,6.8,Low,5.9,Low,0.226,1855.6
165,2012,Maharashtra,Beed,Marathwada,Cotton,Kharif,719.8,2.8,26.96,36.48,14.35,-0.04,51.7,39.6,6.37,229.7,28.6,447.4,38.7,26,32,3,2583.4,8.0,Low,27.6,Low,6.8,Low,14.2,Low,0.284,732.5
166,2003,Maharashtra,Kolhapur,Western Maharashtra,Rice,Kharif,695.6,-13.1,24.11,33.69,13.64,-1.39,66.8,28.4,7.34,247.4,26.5,244.7,45.5,19,39,2,6315.0,31.8,Low,14.2,Low,4.5,Low,19.2,Low,0.887,5598.8
167,2023,Maharashtra,Bhandara,Vidarbha,Wheat,Rabi,856.4,-9.8,26.36,36.73,18.64,-0.64,57.3,49.5,7.69,200.1,31.9,396.6,69.5,21,16,3,1996.4,4.0,Low,25.3,Low,23.6,Low,15.9,Low,0.542,1082.1
168,2009,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,2038.9,-18.4,27.5,37.13,19.66,0.5,88.5,49.3,6.63,275.7,41.9,343.5,51.9,36,0,17,4355.0,0.0,Low,38.7,Medium,55.8,Medium,26.7,Low,1.407,6128.6
169,2021,Maharashtra,Ahmednagar,Western Maharashtra,Soybean,Kharif,500.7,-37.4,27.02,36.67,19.65,1.52,61.8,37.8,6.31,155.0,16.2,267.7,56.1,5,44,5,9418.2,22.8,Low,12.9,Low,11.2,Low,16.7,Low,0.589,5548.4
170,2003,Maharashtra,Bhandara,Vidarbha,Wheat,Rabi,905.9,-4.6,27.53,32.33,21.79,0.53,52.8,61.5,6.59,279.7,20.8,416.9,61.1,3,7,6,14080.5,1.8,Low,2.2,Low,35.3,Medium,10.3,Low,0.32,4502.9
171,2001,Maharashtra,Satara,Western Maharashtra,Wheat,Rabi,548.1,-31.5,23.28,31.26,15.89,-2.22,71.1,50.3,6.36,213.5,26.7,367.0,53.1,0,33,0,1973.5,8.2,Low,0.0,Low,0.0,Low,3.5,Low,1.398,2759.3
172,2005,Maharashtra,Parbhani,Marathwada,Cotton,Kharif,659.7,-5.8,28.14,38.02,19.5,1.14,46.6,46.0,6.39,230.5,28.3,450.7,28.3,26,32,1,1580.5,9.6,Low,36.1,Medium,2.2,Low,16.5,Low,0.207,326.6
173,2024,Maharashtra,Raigad,Konkan,Maize,Kharif,2066.6,-17.3,28.27,39.49,22.41,1.27,70.3,68.5,7.06,170.2,14.8,281.0,39.1,36,0,13,806.0,0.0,Low,51.7,Medium,100.0,High,42.1,Medium,0.08,64.5
174,2021,Maharashtra,Parbhani,Marathwada,Sugarcane,Annual,517.4,-26.1,27.52,40.0,21.94,0.52,51.5,13.4,6.86,250.8,16.7,211.8,91.6,43,53,2,3209.4,61.0,Medium,59.7,Medium,4.5,Low,46.4,Medium,26.224,84162.4
175,2006,Maharashtra,Jalna,Marathwada,Rice,Kharif,801.7,14.5,26.99,37.48,17.1,-0.01,56.5,45.4,6.55,278.0,44.0,397.3,42.6,36,37,6,2185.2,24.3,Low,40.7,Medium,13.5,Low,27.0,Low,1.592,3478.8
176,2022,Maharashtra,Buldhana,Vidarbha,Soybean,Kharif,1541.2,62.2,28.53,36.77,20.12,1.53,82.9,63.4,7.61,225.8,12.5,312.3,41.6,23,0,10,17059.6,0.0,Low,27.0,Low,66.8,Medium,25.6,Low,0.157,2686.6
177,2013,Maharashtra,Wardha,Vidarbha,Maize,Kharif,770.2,-18.9,27.42,34.89,20.98,0.42,73.9,47.9,6.74,283.0,19.5,239.3,20.4,14,36,7,14098.7,9.0,Low,10.5,Low,15.7,Low,11.2,Low,2.133,30068.6
178,2002,Maharashtra,Mumbai Suburban,Konkan,Soybean,Kharif,2268.8,-9.2,26.19,34.54,21.11,-0.81,80.2,40.5,7.29,176.5,49.8,377.2,4.1,12,0,15,1210.7,0.0,Low,9.0,Low,100.0,High,28.0,Low,0.08,96.9
179,2023,Maharashtra,Nanded,Marathwada,Rice,Kharif,602.3,-14.0,27.42,40.34,23.88,0.42,67.7,44.5,6.88,366.0,23.6,214.2,27.1,41,39,0,5222.4,34.8,Medium,60.1,Medium,0.0,Low,34.4,Medium,1.206,6297.6
180,2018,Maharashtra,Dhule,Khandesh,Sugarcane,Annual,773.6,7.4,26.4,33.83,20.34,-1.1,55.5,33.2,6.88,254.3,37.5,312.0,100.0,12,25,7,5663.9,25.5,Low,9.0,Low,15.7,Low,17.6,Low,35.473,200914.6
181,2008,Maharashtra,Jalgaon,Khandesh,Wheat,Rabi,707.1,-1.8,28.4,35.73,20.21,0.9,66.3,53.8,6.81,325.6,37.6,247.4,37.4,8,11,6,4511.6,2.8,Low,10.0,Low,15.5,Low,8.3,Low,0.239,1078.0
182,2019,Maharashtra,Hingoli,Marathwada,Sugarcane,Annual,666.1,-4.8,28.41,36.03,20.98,1.41,53.7,35.4,6.68,225.4,41.2,394.1,87.1,27,44,5,12859.7,35.2,Medium,25.9,Low,11.2,Low,26.2,Low,52.224,671583.4
183,2006,Maharashtra,Satara,Western Maharashtra,Wheat,Rabi,742.1,-7.2,27.11,36.99,16.0,1.61,45.6,48.0,8.03,322.8,22.0,252.7,66.4,19,32,2,1888.5,8.0,Low,25.2,Low,10.0,Low,14.2,Low,0.399,754.2
184,2007,Maharashtra,Parbhani,Marathwada,Cotton,Kharif,740.0,5.7,27.24,35.89,21.31,0.24,54.8,40.1,7.07,314.3,33.6,235.6,46.0,16,32,5,2280.4,8.0,Low,16.9,Low,11.2,Low,11.7,Low,0.29,660.9
185,2024,Maharashtra,Osmanabad,Marathwada,Cotton,Kharif,558.5,-20.2,30.02,40.73,21.58,3.02,66.7,32.1,7.73,255.1,37.5,250.5,29.1,40,51,3,2170.5,22.6,Low,61.5,Medium,6.8,Low,31.5,Low,0.136,294.2
186,2009,Maharashtra,Latur,Marathwada,Wheat,Rabi,963.9,37.7,28.77,39.61,22.0,1.77,53.7,43.5,8.32,183.1,12.3,324.6,66.7,29,15,5,4131.6,3.8,Low,47.1,Medium,38.9,Medium,26.8,Low,0.109,452.4
187,2025,Maharashtra,Jalgaon,Khandesh,Soybean,Kharif,488.6,-32.1,27.76,34.32,18.08,0.26,61.6,39.1,6.93,218.0,28.5,259.2,66.9,12,39,1,834.1,22.6,Low,9.0,Low,2.2,Low,13.0,Low,0.612,510.6
188,2001,Maharashtra,Kolhapur,Western Maharashtra,Maize,Kharif,611.6,-23.5,23.18,30.4,12.0,-2.32,30.4,40.7,6.35,254.3,18.4,350.2,30.8,0,42,5,939.4,12.7,Low,0.0,Low,11.2,Low,8.2,Low,1.572,1476.4
189,2001,Maharashtra,Pune,Western Maharashtra,Maize,Kharif,637.5,-20.3,26.29,38.13,20.96,0.79,61.0,60.4,6.35,238.4,31.6,172.4,18.6,19,27,6,15954.9,6.8,Low,31.4,Low,13.5,Low,16.6,Low,1.524,24310.0
190,2025,Maharashtra,Amravati,Vidarbha,Rice,Kharif,953.4,0.4,27.81,38.32,19.61,0.81,63.2,37.5,7.29,332.0,15.9,285.8,29.0,24,6,6,2940.6,9.0,Low,36.3,Medium,13.5,Low,19.1,Low,1.846,5428.7
191,2016,Maharashtra,Amravati,Vidarbha,Rice,Kharif,942.0,-0.8,29.25,35.09,22.77,2.25,62.2,39.8,7.29,305.0,13.2,484.4,19.6,13,26,7,3071.8,14.6,Low,10.2,Low,15.7,Low,13.5,Low,1.321,4059.2
192,2022,Maharashtra,Yavatmal,Vidarbha,Sugarcane,Annual,919.6,-3.2,26.26,36.06,21.76,-0.74,71.6,31.1,6.45,108.8,29.5,478.3,98.3,36,32,4,1623.0,20.5,Low,32.8,Low,9.0,Low,21.7,Low,30.033,48743.6
193,2008,Maharashtra,Chandrapur,Vidarbha,Cotton,Kharif,1156.0,21.7,26.46,35.35,15.76,-0.54,70.0,63.5,8.7,240.0,28.0,275.8,30.8,14,10,10,297.5,2.5,Low,12.4,Low,33.2,Low,13.4,Low,0.167,49.6
194,2018,Maharashtra,Nashik,Western Maharashtra,Soybean,Kharif,722.3,-9.7,25.75,33.09,16.92,0.25,53.3,49.7,7.66,197.8,24.6,389.5,14.8,0,22,4,5409.0,5.5,Low,0.0,Low,9.0,Low,4.6,Low,0.607,3285.9
195,2018,Maharashtra,Dhule,Khandesh,Maize,Kharif,672.5,-6.6,25.1,32.92,18.0,-2.4,51.1,36.9,7.03,333.7,28.1,308.6,23.0,6,22,4,27790.7,5.5,Low,4.5,Low,9.0,Low,6.0,Low,2.377,66069.9
196,2001,Maharashtra,Solapur,Western Maharashtra,Wheat,Rabi,848.6,6.1,26.02,40.53,19.45,0.52,69.1,60.6,7.39,303.9,28.8,257.6,35.5,31,7,5,906.3,1.8,Low,53.7,Medium,27.4,Low,25.3,Low,0.606,549.1
197,2001,Maharashtra,Wardha,Vidarbha,Rice,Kharif,1050.4,10.6,25.15,36.21,15.77,-1.85,53.0,26.7,6.79,254.9,34.4,374.5,89.9,16,31,5,3472.0,13.7,Low,18.6,Low,11.2,Low,14.7,Low,1.769,6143.7
198,2007,Maharashtra,Bhandara,Vidarbha,Maize,Kharif,1107.8,16.6,27.22,38.1,16.2,0.22,56.4,58.2,8.16,247.3,35.7,185.9,56.0,32,3,11,2409.7,0.8,Low,41.0,Medium,37.2,Medium,23.2,Low,1.637,3943.9
199,2015,Maharashtra,Chandrapur,Vidarbha,Sugarcane,Annual,929.7,-2.1,27.21,38.48,19.22,0.21,68.7,41.7,7.77,274.8,21.7,296.7,90.3,34,17,6,4363.0,16.3,Low,44.7,Medium,13.5,Low,24.9,Low,54.303,236925.7
200,2006,Maharashtra,Osmanabad,Marathwada,Cotton,Kharif,585.9,-16.3,26.02,36.44,15.84,-0.98,58.3,27.3,7.04,171.2,17.7,387.1,0.0,26,45,6,3708.0,21.5,Low,27.4,Low,13.5,Low,21.5,Low,0.169,628.0
