record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes,rainfall_requirement_ratio,rainfall_deficit_index,heat_stress_index,drought_stress_index,soil_fertility_index,irrigation_adequacy,extreme_weather_days,rainfall_soil_interaction,temperature_rainfall_interaction,growing_condition_score
65,2009,Maharashtra,Ahmednagar,Western Maharashtra,Maize,Kharif,918.2,14.8,26.25,34.08,14.83,0.75,58.8,52.8,7.57,379.0,24.0,261.7,31.7,2,18,7,23433.6,4.5,Low,1.5,Low,15.7,Low,6.3,Low,1.907,44691.9,1.4126153846153846,0.0,0.01835714285714274,0.21944285714285716,0.6414749999999999,0.7044444444444444,30.5,0.9944812307692307,0.11100000000000002,73.84610866910867
66,2013,Maharashtra,Nandurbar,Khandesh,Cotton,Kharif,839.6,16.6,27.03,37.85,21.58,-0.47,63.8,49.5,7.46,360.0,24.1,179.7,21.2,23,4,2,7437.6,1.0,Low,32.9,Low,4.5,Low,12.4,Low,0.273,2031.9,1.0495,0.0,0.343794642857143,0.18094285714285713,0.60285,0.4711111111111111,30.0,0.69267,-0.07802,68.69730257936509
67,2007,Maharashtra,Amravati,Vidarbha,Soybean,Kharif,857.2,-9.8,27.14,36.49,17.47,0.14,57.9,35.5,6.69,188.2,27.3,222.2,2.5,37,29,5,9710.4,7.2,Low,35.9,Medium,11.2,Low,17.7,Low,0.637,6183.0,1.1429333333333334,0.196,0.40904464285714304,0.42205238095238096,0.601475,0.0625,73.5,0.5409884444444445,-0.013720000000000003,54.228274801587304
68,2012,Maharashtra,Yavatmal,Vidarbha,Sugarcane,Annual,753.5,-20.7,28.07,34.93,21.03,1.07,60.2,43.3,7.32,401.6,46.7,418.8,99.6,17,23,6,4917.9,25.9,Low,12.8,Low,13.5,Low,18.5,Low,72.614,357110.5,0.5023333333333333,0.414,0.10928571428571429,0.34953809523809526,0.8779,1.2449999999999999,49.0,0.29001377777777776,-0.22149000000000002,79.1709365079365
69,2022,Maharashtra,Aurangabad,Marathwada,Rice,Kharif,579.4,-17.2,26.29,34.98,18.44,-0.71,55.3,24.0,7.12,260.1,32.9,280.5,30.6,13,44,6,12841.0,43.2,Medium,9.8,Low,13.5,Low,24.7,Low,1.47,18875.4,0.48283333333333334,0.344,0.08357142857142857,0.5483714285714285,0.6773125,0.4707692307692308,66.0,0.15450666666666668,0.12211999999999999,59.488618742368736
70,2013,Maharashtra,Aurangabad,Marathwada,Maize,Kharif,688.7,-1.6,27.4,36.2,19.41,0.4,58.4,37.7,5.91,316.9,11.5,329.5,39.2,17,37,5,4077.4,9.2,Low,19.3,Low,11.2,Low,13.1,Low,2.058,8390.9,1.0595384615384615,0.032,0.26053571428571454,0.3549047619047619,0.5590625,0.8711111111111112,61.5,0.5325946666666667,-0.006400000000000001,73.75646214896216
71,2023,Maharashtra,Jalna,Marathwada,Maize,Kharif,715.5,2.2,28.3,33.61,17.65,1.3,59.3,36.3,7.44,130.9,31.3,219.5,40.9,18,51,0,4788.6,12.8,Low,13.5,Low,0.0,Low,9.8,Low,1.382,6617.1,1.1007692307692307,0.0,0.11571428571428571,0.4066714285714285,0.5180624999999999,0.9088888888888889,69.0,0.5327723076923077,0.028600000000000004,74.80382631257632
72,2006,Maharashtra,Nashik,Western Maharashtra,Rice,Kharif,735.4,-8.1,25.73,36.01,17.39,0.23,71.2,43.4,5.98,371.1,29.6,501.9,11.4,30,20,4,3681.2,23.4,Low,28.1,Low,9.0,Low,21.3,Low,1.23,4526.1,0.6128333333333333,0.162,0.26229464285714277,0.33634761904761906,0.7774375000000001,0.1753846153846154,56.0,0.35462622222222223,-0.01863,60.24257822039073
73,2011,Maharashtra,Raigad,Konkan,Cotton,Kharif,2527.9,1.1,27.92,37.36,19.61,0.92,73.2,61.8,6.78,260.0,25.3,376.0,43.8,34,0,13,2790.5,0.0,Low,38.5,Medium,100.0,High,37.7,Medium,0.08,223.2,3.0,0.0,0.38082142857142853,0.10020000000000001,0.7245,0.9733333333333333,53.5,2.4719999999999995,0.010120000000000002,59.72434523809523
74,2009,Maharashtra,Sangli,Western Maharashtra,Wheat,Rabi,886.9,10.9,26.22,34.87,20.45,0.72,61.6,65.3,8.7,322.0,15.8,177.4,54.3,19,13,10,14022.0,3.2,Low,14.2,Low,42.4,Medium,16.7,Low,0.381,5347.8,1.7738,0.0,0.456955357142857,0.1337476190476191,0.38145000000000007,0.9872727272727272,47.0,1.5443885333333334,0.07848,65.03679085497835
75,2002,Maharashtra,Nandurbar,Khandesh,Soybean,Kharif,857.4,19.1,27.73,37.24,19.75,0.23,54.8,56.1,6.9,281.5,23.4,299.3,8.5,32,24,7,3599.3,6.0,Low,36.3,Medium,15.7,Low,18.4,Low,0.635,2284.5,1.1432,0.0,0.42846428571428585,0.25735714285714284,0.6800875,0.2125,66.5,0.8551136,0.043930000000000004,63.99811904761905
76,2004,Maharashtra,Hingoli,Marathwada,Cotton,Kharif,813.1,16.2,28.39,36.04,17.86,1.39,57.7,46.4,5.97,449.7,9.6,463.2,45.7,26,22,6,25754.5,5.5,Low,25.2,Low,13.5,Low,14.0,Low,0.311,8003.1,1.016375,0.0,0.2386428571428571,0.2439190476190476,0.67585,1.0155555555555555,57.0,0.6287973333333333,0.22517999999999996,82.03777380952381
77,2005,Maharashtra,Thane,Konkan,Soybean,Kharif,3576.1,43.0,28.4,37.28,20.35,1.4,81.2,53.8,6.46,473.6,19.1,225.1,0.0,26,0,21,8999.3,0.0,Low,32.0,Low,100.0,High,35.6,Medium,0.08,719.9,3.0,0.0,0.39264285714285724,0.1706666666666667,0.6655500000000001,0.0,57.5,2.1519999999999997,0.602,36.76802380952381
78,2022,Maharashtra,Nagpur,Vidarbha,Sugarcane,Annual,1138.5,19.8,27.01,35.13,19.34,0.01,59.6,46.8,7.63,341.5,28.5,396.7,52.0,10,30,7,2211.4,9.9,Low,8.2,Low,15.7,Low,10.8,Low,43.416,96010.4,0.759,0.0,0.06428571428571428,0.2705714285714286,0.7005375,0.65,50.5,0.473616,0.00198,74.50979761904762
79,2025,Maharashtra,Gondia,Vidarbha,Wheat,Rabi,704.3,-25.9,27.98,40.34,17.71,0.98,71.6,62.5,7.03,298.1,34.6,492.1,30.3,38,43,5,16998.6,10.8,Low,57.9,Medium,12.9,Low,26.8,Low,0.357,6065.7,1.4085999999999999,0.518,0.9551607142857146,0.4769523809523809,0.8266125,0.5509090909090909,88.5,1.1738333333333333,-0.25382,63.079687770562764
80,2008,Maharashtra,Osmanabad,Marathwada,Sugarcane,Annual,759.8,8.5,26.38,35.25,18.73,-0.62,66.4,32.7,7.87,292.1,18.0,200.2,100.0,9,51,8,10088.8,32.6,Low,8.1,Low,18.0,Low,20.9,Low,25.996,262268.0,0.5065333333333333,0.0,0.05785714285714286,0.35957142857142854,0.48891249999999997,1.25,72.0,0.22084853333333332,-0.0527,69.40594841269842
81,2010,Maharashtra,Buldhana,Vidarbha,Maize,Kharif,813.9,-14.3,27.73,35.92,19.97,0.73,50.8,48.1,6.24,333.9,11.8,465.8,26.3,23,15,8,11094.9,3.8,Low,22.3,Low,18.0,Low,13.4,Low,1.966,21814.6,1.2521538461538462,0.28600000000000003,0.27985714285714297,0.32775238095238096,0.6805875,0.5844444444444444,50.0,0.803048,-0.10439,69.72688431013432
82,2017,Maharashtra,Nandurbar,Khandesh,Rice,Kharif,925.1,28.5,26.7,35.09,21.84,-0.8,67.8,25.0,7.97,168.6,8.3,283.9,47.8,14,35,6,5524.8,22.7,Low,11.0,Low,13.5,Low,16.5,Low,1.32,7290.4,0.7709166666666667,0.0,0.09618750000000023,0.3688666666666667,0.392575,0.7353846153846153,58.0,0.2569722222222222,-0.228,63.96499091880341
83,2015,Maharashtra,Kolhapur,Western Maharashtra,Soybean,Kharif,993.7,24.2,25.87,35.11,16.47,0.37,58.1,58.8,8.07,224.6,17.1,288.2,41.6,4,19,7,2283.7,4.8,Low,3.6,Low,19.9,Low,8.2,Low,0.602,1375.4,1.3249333333333333,0.0,0.10202678571428568,0.19382857142857146,0.46122499999999994,1.04,33.5,1.0387477333333333,0.08954,77.95854265873015
84,2007,Maharashtra,Jalna,Marathwada,Cotton,Kharif,630.4,-9.9,26.05,31.95,15.84,-0.95,54.5,36.8,7.33,299.3,15.0,318.0,40.3,4,29,4,1202.8,11.3,Low,3.0,Low,9.0,Low,8.0,Low,0.283,340.6,0.7879999999999999,0.198,0.025714285714285714,0.38061904761904763,0.6048125,0.8955555555555554,39.0,0.3866453333333333,0.09405,75.90164682539682
85,2021,Maharashtra,Pune,Western Maharashtra,Rice,Kharif,778.4,-2.7,26.9,35.59,20.11,1.4,60.8,35.6,7.24,201.5,28.7,379.1,33.3,21,30,2,2531.1,23.8,Low,19.0,Low,4.5,Low,17.4,Low,1.528,3866.5,0.6486666666666666,0.054000000000000006,0.17556250000000023,0.34550476190476187,0.6539874999999999,0.5123076923076922,54.0,0.3079004444444444,-0.0378,64.33024412393162
86,2022,Maharashtra,Buldhana,Vidarbha,Maize,Kharif,744.0,-21.7,28.2,38.17,18.85,1.2,46.1,66.1,7.58,331.0,21.6,208.5,21.8,36,20,5,17725.0,5.0,Low,44.4,Medium,11.2,Low,19.6,Low,1.591,28207.8,1.1446153846153846,0.434,0.5181160714285715,0.3454809523809524,0.571625,0.48444444444444446,63.5,1.0087876923076922,-0.26039999999999996,68.56605807387058
87,2021,Maharashtra,Latur,Marathwada,Soybean,Kharif,829.2,18.5,26.9,35.69,18.0,-0.1,52.8,45.0,7.45,173.8,40.9,218.4,23.9,7,20,5,7058.0,5.0,Low,9.1,Low,11.2,Low,7.9,Low,0.663,4677.3,1.1056000000000001,0.0,0.16118749999999984,0.2618142857142857,0.591075,0.5974999999999999,34.5,0.6633600000000002,-0.018500000000000003,71.59368749999999
88,2006,Maharashtra,Satara,Western Maharashtra,Cotton,Kharif,730.7,-8.7,25.81,34.16,16.51,0.31,71.2,42.3,8.14,365.8,15.0,249.4,37.3,6,20,6,7159.5,5.0,Low,4.5,Low,13.5,Low,7.0,Low,0.232,1662.6,0.913375,0.174,0.038571428571428576,0.31831428571428566,0.5108249999999999,0.8288888888888888,35.0,0.5151435,-0.026969999999999997,76.05195634920635
89,2012,Maharashtra,Nandurbar,Khandesh,Wheat,Rabi,680.6,-5.5,28.25,38.28,20.83,0.75,44.7,51.1,6.17,142.0,35.1,267.0,76.5,30,0,4,4683.6,0.0,Low,40.6,Medium,9.0,Low,15.6,Low,0.301,1408.9,1.3612,0.11,0.762107142857143,0.14166666666666666,0.569,1.3909090909090909,36.0,0.9274309333333334,-0.04125,67.55505952380952
90,2001,Maharashtra,Nagpur,Vidarbha,Soybean,Kharif,1007.6,6.1,26.62,32.75,14.22,-0.38,46.9,51.3,6.5,274.1,21.9,364.6,39.8,11,12,6,9174.3,3.0,Low,8.2,Low,18.6,Low,8.6,Low,0.752,6900.4,1.3434666666666666,0.0,0.07071428571428572,0.19062857142857145,0.6756125000000001,0.9949999999999999,32.0,0.9189312,-0.02318,80.30709126984127
91,2008,Maharashtra,Jalgaon,Khandesh,Sugarcane,Annual,839.5,16.6,28.89,34.83,20.01,1.39,64.8,43.2,7.01,110.5,30.2,387.9,84.0,16,29,12,2684.8,23.4,Low,12.0,Low,27.0,Low,20.6,Low,50.465,135488.2,0.5596666666666666,0.0,0.10285714285714286,0.24628571428571427,0.6377625,1.05,63.0,0.32236800000000004,0.23074000000000003,75.39350396825397
92,2017,Maharashtra,Latur,Marathwada,Cotton,Kharif,740.4,5.8,26.62,32.31,17.32,-0.38,49.4,48.5,7.39,222.9,24.9,80.0,48.8,1,25,7,16415.4,6.2,Low,0.8,Low,15.7,Low,6.8,Low,0.226,3703.0,0.9255,0.0,0.0064285714285714285,0.24667619047619047,0.4800625,1.0844444444444443,36.5,0.59849,-0.022039999999999997,81.1964880952381
93,2022,Maharashtra,Beed,Marathwada,Rice,Kharif,621.9,-11.2,28.18,36.01,21.36,1.18,58.4,20.6,7.63,300.3,27.6,337.2,27.7,26,30,6,2192.8,40.9,Medium,25.0,Low,13.5,Low,28.8,Low,1.478,3241.4,0.51825,0.22399999999999998,0.23658035714285702,0.4606047619047619,0.6405375,0.42615384615384616,65.0,0.142346,-0.13216,55.24928823260073
94,2019,Maharashtra,Parbhani,Marathwada,Cotton,Kharif,761.6,8.8,28.67,36.62,21.92,1.67,44.8,32.5,6.72,274.1,44.6,370.6,13.9,28,30,5,6645.3,7.5,Low,29.9,Low,11.2,Low,15.8,Low,0.221,1467.7,0.9520000000000001,0.0,0.29137499999999983,0.35633809523809523,0.8196125000000001,0.3088888888888889,65.5,0.41253333333333336,0.14696,66.06606944444444
95,2025,Maharashtra,Mumbai Suburban,Konkan,Wheat,Rabi,1857.8,-25.7,29.64,40.1,23.18,2.64,87.2,52.4,7.05,353.6,24.4,412.0,46.8,47,0,13,3359.0,0.0,Low,63.3,Medium,100.0,High,45.9,Medium,0.08,268.7,3.0,0.514,0.9965178571428573,0.30843333333333334,0.7677499999999999,0.8509090909090908,66.5,2.0959999999999996,-0.67848,46.39874729437229
96,2008,Maharashtra,Osmanabad,Marathwada,Soybean,Kharif,665.5,-4.9,26.52,35.33,19.37,-0.48,40.4,39.7,6.55,165.5,23.5,283.3,26.5,24,46,4,3784.1,11.5,Low,19.8,Low,9.0,Low,13.6,Low,0.707,2675.8,0.8873333333333333,0.098,0.2457232142857142,0.42260952380952377,0.5813375000000001,0.6625,76.0,0.4696951111111111,0.02352,69.89979067460318
97,2020,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,2172.9,-13.1,27.3,37.07,19.27,0.3,82.5,70.7,7.29,246.0,49.5,341.3,39.5,35,0,15,3825.7,0.0,Low,37.6,Medium,100.0,High,37.4,Medium,0.08,306.1,2.716125,0.262,0.36731250000000004,0.16653333333333334,0.7606499999999999,0.8777777777777778,57.5,2.5604005,-0.039299999999999995,61.112201388888884
98,2018,Maharashtra,Osmanabad,Marathwada,Sugarcane,Annual,447.7,-36.0,25.89,34.1,18.49,-1.11,51.6,30.9,6.46,379.2,14.4,374.5,69.9,9,31,5,4037.2,42.1,Medium,6.8,Low,11.2,Low,22.7,Low,21.831,88135.0,0.29846666666666666,0.72,0.05785714285714286,0.5619571428571428,0.70375,0.87375,47.5,0.12296826666666666,0.3996,67.22992063492063
99,2014,Maharashtra,Kolhapur,Western Maharashtra,Maize,Kharif,862.7,7.8,25.59,33.2,17.36,0.09,64.8,68.3,7.79,453.1,23.0,260.3,27.1,0,37,10,3438.2,9.2,Low,0.0,Low,22.5,Low,9.5,Low,2.576,8857.5,1.3272307692307692,0.0,0.0,0.2538047619047619,0.6214,0.6022222222222222,52.0,1.2086648205128205,0.007019999999999999,77.23193162393163
100,2021,Maharashtra,Mumbai Suburban,Konkan,Rice,Kharif,2384.1,-4.6,26.66,37.66,17.04,-0.34,91.7,59.4,6.81,237.9,24.3,438.0,65.7,19,0,15,4751.4,0.0,Low,28.9,Low,65.9,Medium,26.0,Low,0.857,4071.5,1.98675,0.092,0.30501785714285695,0.11850000000000002,0.7379375,1.0107692307692309,41.5,1.573506,0.01564,69.57764880952381
101,2024,Maharashtra,Ahmednagar,Western Maharashtra,Cotton,Kharif,1138.8,42.3,26.68,32.93,16.48,1.18,59.6,64.3,6.49,209.7,40.1,345.7,6.8,4,24,9,2372.7,6.0,Low,3.0,Low,29.8,Low,11.0,Low,0.179,423.7,1.4235,0.0,0.025714285714285714,0.23172380952380953,0.7156625,0.1511111111111111,41.5,1.2204139999999999,0.4991399999999999,67.03809126984127
102,2002,Maharashtra,Nanded,Marathwada,Cotton,Kharif,776.6,10.9,26.74,35.49,18.29,-0.26,55.4,45.7,6.75,157.5,52.2,274.1,43.5,25,41,6,1612.5,10.2,Low,21.4,Low,13.5,Low,14.8,Low,0.253,408.6,0.97075,0.0,0.19440178571428587,0.3298809523809524,0.7292375,0.9666666666666667,75.0,0.5915103333333334,-0.02834,82.70122321428572
103,2019,Maharashtra,Mumbai Suburban,Konkan,Rice,Kharif,2766.3,10.7,26.31,33.79,18.59,-0.69,79.6,58.7,6.03,152.4,27.9,384.4,0.0,13,0,16,2778.2,0.0,Low,9.8,Low,84.3,High,24.3,Low,0.37,1028.9,2.30525,0.0,0.08357142857142857,0.15433333333333332,0.5807,0.0,37.0,1.8042423333333333,-0.07382999999999999,44.25959523809524
104,2002,Maharashtra,Thane,Konkan,Soybean,Kharif,2686.6,7.5,26.49,34.34,18.17,-0.51,86.0,63.4,6.3,325.9,24.4,80.0,29.6,11,0,13,7222.6,0.0,Low,8.2,Low,100.0,High,27.7,Low,0.08,577.8,3.0,0.0,0.09408928571428596,0.10906666666666669,0.5531874999999999,0.74,30.5,2.536,-0.03825,56.359077380952385
105,2019,Maharashtra,Yavatmal,Vidarbha,Wheat,Rabi,709.0,-25.4,29.15,38.87,22.87,2.15,57.2,51.3,7.12,236.5,22.7,189.6,32.0,37,7,6,2533.3,1.8,Low,49.1,Medium,15.6,Low,20.8,Low,0.151,382.0,1.418,0.508,0.8476696428571427,0.3548,0.5661125,0.5818181818181818,53.0,0.9699119999999999,-0.5460999999999999,56.95690232683983
106,2020,Maharashtra,Jalgaon,Khandesh,Sugarcane,Annual,849.4,18.0,29.17,40.15,21.77,1.67,64.9,41.5,8.06,201.0,29.7,80.0,88.1,34,24,4,1899.0,21.7,Low,53.8,Medium,9.0,Low,29.2,Low,43.395,82406.9,0.5662666666666667,0.0,0.5038839285714285,0.22642380952380953,0.40662499999999985,1.1012499999999998,64.0,0.31333422222222224,0.3006,64.41201884920635
107,2012,Maharashtra,Ahmednagar,Western Maharashtra,Wheat,Rabi,822.2,2.8,25.67,35.95,18.14,0.17,54.2,62.2,6.2,260.4,29.1,354.4,70.8,18,12,6,5424.6,3.0,Low,18.7,Low,27.0,Low,14.2,Low,0.847,4593.0,1.6444,0.0,0.524776785714286,0.12329523809523808,0.6604500000000001,1.2872727272727271,39.0,1.3637557333333334,0.0047599999999999995,71.18401488095238
108,2011,Maharashtra,Chandrapur,Vidarbha,Soybean,Kharif,636.2,-33.0,26.25,35.46,19.02,-0.75,63.4,43.9,6.75,304.1,30.3,398.0,5.1,22,18,3,1505.1,4.6,Low,19.0,Low,6.8,Low,9.9,Low,0.755,1136.9,0.8482666666666667,0.66,0.2418035714285715,0.5067095238095238,0.7843125000000001,0.1275,44.5,0.4965187555555555,0.2475,63.7869742063492
109,2001,Maharashtra,Chandrapur,Vidarbha,Wheat,Rabi,793.7,-16.5,27.5,35.88,18.41,0.5,59.2,64.3,6.81,299.8,39.2,98.4,62.6,23,8,3,9504.0,2.0,Low,22.1,Low,17.4,Low,12.5,Low,0.35,3324.3,1.5874000000000001,0.33,0.5521071428571431,0.22285238095238097,0.6813250000000001,1.1381818181818182,35.5,1.3609309333333335,-0.0825,72.70155952380951
110,2005,Maharashtra,Osmanabad,Marathwada,Maize,Kharif,723.3,3.3,26.51,34.13,20.37,-0.49,34.1,46.5,7.63,313.9,40.1,320.2,10.1,13,26,2,6787.9,6.5,Low,9.8,Low,4.5,Low,7.1,Low,2.007,13623.5,1.1127692307692307,0.0,0.09250892857142876,0.29632857142857144,0.7030375,0.22444444444444445,42.0,0.6899169230769231,-0.01617,67.68251778083028
111,2018,Maharashtra,Ratnagiri,Konkan,Sugarcane,Annual,3101.1,24.0,27.01,36.86,17.52,0.01,79.5,67.2,6.84,80.0,23.3,369.4,84.0,25,0,18,1857.0,0.0,Low,29.0,Low,93.6,High,33.0,Low,8.137,15110.0,2.0674,0.0,0.21983928571428568,0.041999999999999996,0.5962,1.05,52.0,1.8523904,0.0024,68.75641071428572
112,2007,Maharashtra,Jalna,Marathwada,Maize,Kharif,817.5,16.8,27.43,37.28,22.65,0.43,52.9,44.5,6.86,484.3,21.2,318.8,30.1,30,23,3,2109.3,5.8,Low,35.0,Medium,6.8,Low,15.7,Low,2.447,5160.9,1.2576923076923077,0.0,0.418357142857143,0.27013809523809523,0.7578999999999999,0.6688888888888889,57.5,0.7462307692307693,0.07224,69.8322155067155
113,2001,Maharashtra,Sangli,Western Maharashtra,Sugarcane,Annual,705.4,-11.8,24.47,33.62,17.44,-1.03,63.0,40.9,6.92,240.2,37.9,278.0,64.1,12,39,4,1021.0,32.1,Low,9.0,Low,9.0,Low,18.7,Low,12.666,12931.7,0.47026666666666667,0.23600000000000002,0.07714285714285715,0.3993095238095238,0.713625,0.8012499999999999,57.0,0.2564520888888889,0.12154000000000002,71.21813492063492
114,2021,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,2533.4,1.3,27.05,33.25,20.84,0.05,63.3,58.6,6.69,230.5,42.7,232.9,43.5,3,0,15,4664.4,0.0,Low,2.2,Low,72.2,High,18.8,Low,0.661,3083.6,2.1111666666666666,0.0,0.019285714285714288,0.11116666666666666,0.7102625,0.6692307692307692,25.5,1.649524888888889,0.00065,64.4078018925519
115,2007,Maharashtra,Pune,Western Maharashtra,Soybean,Kharif,749.0,-6.4,25.59,33.0,20.03,0.09,80.3,48.6,7.83,270.3,28.3,434.3,40.3,5,14,3,5014.1,3.5,Low,3.8,Low,6.8,Low,4.4,Low,0.667,3344.4,0.9986666666666667,0.128,0.03214285714285714,0.2525,0.6488375000000001,1.0074999999999998,23.5,0.647136,-0.0057599999999999995,85.43238492063492
116,2012,Maharashtra,Raigad,Konkan,Cotton,Kharif,3175.0,27.0,25.76,39.92,15.07,-1.24,70.1,67.3,6.07,179.0,18.3,346.7,0.0,52,0,20,4150.0,0.0,Low,66.1,Medium,100.0,High,46.8,Medium,0.08,332.0,3.0,0.0,0.6725357142857145,0.12566666666666668,0.535475,0.0,82.0,2.6919999999999997,-0.3348,33.56813095238095
117,2019,Maharashtra,Nagpur,Vidarbha,Soybean,Kharif,871.5,-8.3,27.02,34.37,19.66,0.02,49.4,52.9,5.69,199.6,32.2,355.0,37.0,14,24,6,3608.8,6.0,Low,10.5,Low,13.5,Low,9.4,Low,0.75,2705.2,1.162,0.166,0.11543749999999982,0.2976238095238095,0.5745000000000001,0.925,47.0,0.8195973333333332,-0.00166,79.66510416666668
118,2010,Maharashtra,Nagpur,Vidarbha,Sugarcane,Annual,1130.9,19.0,26.57,36.02,17.83,-0.43,50.1,37.9,7.84,264.0,16.8,313.4,36.1,15,14,5,3804.1,6.2,Low,16.9,Low,11.2,Low,11.0,Low,34.96,132991.3,0.7539333333333333,0.0,0.09780357142857164,0.24756666666666666,0.5257,0.45125000000000004,36.5,0.38098764444444444,-0.0817,64.07750198412698
119,2005,Maharashtra,Solapur,Western Maharashtra,Cotton,Kharif,812.1,1.5,25.86,33.3,18.42,0.36,48.5,42.1,7.38,217.5,28.5,344.7,41.6,14,32,5,4635.6,8.0,Low,10.5,Low,11.2,Low,9.6,Low,0.251,1162.0,1.015125,0.0,0.09,0.3052095238095238,0.6282875,0.9244444444444445,53.5,0.5698235,0.0054,80.67922222222221
120,2017,Maharashtra,Sindhudurg,Konkan,Rice,Kharif,2287.9,-8.5,27.46,34.5,17.64,0.46,66.6,61.1,6.86,210.5,28.0,329.1,7.7,10,0,14,8512.8,0.0,Low,7.5,Low,59.5,Medium,17.4,Low,0.747,6362.3,1.9065833333333335,0.17,0.06428571428571428,0.19813333333333333,0.6786125,0.11846153846153847,31.0,1.5532298888888891,-0.0391,56.16080616605616
121,2023,Maharashtra,Yavatmal,Vidarbha,Sugarcane,Annual,776.1,-18.3,27.16,38.37,18.24,0.16,58.8,40.0,5.93,226.3,14.7,320.4,100.0,37,10,5,4854.4,21.6,Low,46.3,Medium,11.2,Low,27.2,Low,33.447,162363.5,0.5174,0.366,0.4007946428571427,0.2876238095238095,0.5163875,1.25,54.5,0.2759466666666666,-0.029280000000000004,66.9391636904762
122,2024,Maharashtra,Thane,Konkan,Cotton,Kharif,2497.9,-0.1,29.09,37.5,20.2,2.09,64.2,65.1,6.21,277.4,27.6,317.6,53.9,36,0,17,1062.6,0.0,Low,40.8,Medium,100.0,High,38.5,Medium,0.08,85.0,3.0,0.002,0.40330357142857143,0.07980000000000004,0.646425,1.1977777777777778,61.5,2.6039999999999996,-0.00209,59.238946428571424
123,2025,Maharashtra,Thane,Konkan,Cotton,Kharif,1575.8,-37.0,30.15,36.93,22.44,3.15,70.4,68.2,7.12,80.0,29.2,307.2,5.1,34,0,7,2180.1,0.0,Low,36.1,Medium,55.3,Medium,25.7,Low,0.08,174.4,1.96975,0.74,0.3512589285714286,0.37656666666666666,0.5596,0.11333333333333333,44.5,1.7911593333333333,-1.1655,50.21394940476191
124,2023,Maharashtra,Nanded,Marathwada,Maize,Kharif,528.1,-24.6,27.95,38.64,21.6,0.95,55.6,27.2,6.52,227.2,24.5,321.2,20.4,36,42,4,2490.7,22.7,Low,47.0,Medium,9.0,Low,27.3,Low,1.551,3863.4,0.8124615384615385,0.49200000000000005,0.5504285714285715,0.5911333333333334,0.6400999999999999,0.4533333333333333,84.0,0.2946527179487179,-0.23370000000000002,57.7399304029304
125,2011,Maharashtra,Jalna,Marathwada,Wheat,Rabi,749.0,7.0,25.7,37.16,15.68,-1.3,59.5,57.9,8.43,266.6,13.2,451.9,0.0,30,12,2,9154.8,3.0,Low,34.4,Medium,10.7,Low,15.3,Low,0.663,6072.1,1.498,0.0,0.6851071428571427,0.2084285714285714,0.5048250000000001,0.0,45.0,1.156456,-0.091,46.95989285714287
126,2008,Maharashtra,Sindhudurg,Konkan,Maize,Kharif,2546.3,1.9,27.39,38.32,19.71,0.39,67.4,65.1,6.83,190.4,25.2,436.4,46.4,39,0,15,1742.0,0.0,Low,47.5,Medium,100.0,High,40.7,Medium,0.08,139.4,3.0,0.0,0.5477142857142858,0.08660000000000004,0.7094499999999999,1.031111111111111,61.5,2.6039999999999996,0.00741,58.33328571428571
127,2001,Maharashtra,Mumbai Suburban,Konkan,Rice,Kharif,2020.8,-19.2,27.8,39.14,21.42,0.8,78.3,60.7,7.97,271.0,38.2,350.8,24.0,45,0,12,1890.3,0.0,Low,56.5,Medium,43.7,Medium,29.6,Low,1.337,2528.0,1.684,0.384,0.5739107142857144,0.25806666666666667,0.639525,0.36923076923076925,63.0,1.3629173333333333,-0.1536,56.353121336996345
128,2011,Maharashtra,Mumbai Suburban,Konkan,Cotton,Kharif,2629.1,5.2,26.84,33.32,17.82,-0.16,80.5,56.7,7.8,125.6,20.6,284.8,8.5,1,0,18,10805.9,0.0,Low,0.8,Low,100.0,High,25.2,Low,0.08,864.5,3.0,0.0,0.0064285714285714285,0.15250000000000002,0.44889999999999997,0.18888888888888888,28.0,2.2680000000000002,-0.008320000000000001,42.7793492063492
129,2016,Maharashtra,Aurangabad,Marathwada,Soybean,Kharif,618.3,-11.7,26.3,36.1,16.71,-0.7,49.8,35.7,7.78,272.7,12.2,297.0,30.9,26,34,3,9829.4,10.2,Low,25.5,Low,6.8,Low,14.4,Low,0.715,7027.6,0.8243999999999999,0.23399999999999999,0.3115178571428573,0.4277142857142857,0.5074374999999999,0.7725,64.5,0.3924144,0.0819,67.51931547619046
130,2005,Maharashtra,Sindhudurg,Konkan,Soybean,Kharif,3037.7,21.5,27.92,35.65,19.32,0.92,71.3,53.4,7.07,239.4,9.6,462.5,33.4,18,0,17,4319.5,0.0,Low,17.1,Low,100.0,High,30.6,Low,0.08,345.6,3.0,0.0,0.22915178571428563,0.1386,0.645125,0.835,43.5,2.1359999999999997,0.1978,55.405223214285726
